,name,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
11369,Cheerful 4 bedroom vila,78735,0,413,9,0,362
11370,"Upscale Riverside 2BR w/ W/D, Gym & Pool, near Town Lake, by Blueground",78704,0,192,31,0,333
11371,"Clean, cozy place of your own | 1BR in Austin",78735,0,158,90,0,365
11372,Downtown Austin - 3BR Presidential - Rooftop Pool,78701,0,299,2,0,26
11373,Sonder at The Domain | Three-Bedroom Apartment w/ Balcony,78758,0,163,2,0,358
0,Hyde Park - Walk to University of Chicago,Hyde Park,1,95,3,192,355
1,Tiny Studio Apartment 94 Walk Score,West Town,0,65,2,425,165
2,The Biddle House (#1),Lincoln Park,0,127,4,39,98
3,Lincoln Park Guest House,Lincoln Park,1,329,2,7,179
4,Luxury in Chicago! 2BR/ 2Ba / Parking / BBQ,West Town,0,105,121,9,365
5,Prime LincolnPark 1 Block Fullerton Express L Deck,Lincoln Park,0,60,32,38,364
6,2/1 One  Block to Fullerton L Red Line Deck & Yard,Lincoln Park,0,94,32,48,250
7,Quirky Bucktown Loft w/ Parking NO PARTIES,Logan Square,0,161,2,126,334
8,Andersonville - Perfect location!,Uptown,1,110,3,250,163
9,Lovely 1BR Private Condo Steps From McCormick Pl!,Near South Side,0,85,2,46,230
10,"Rest, Relax and Explore",West Town,1,65,3,81,365
11,The Explorer Room,West Town,1,64,2,94,360
12,1 Bdm ~ Sunny top floor ~ Bucktown,Logan Square,0,75,32,39,59
13,Trendy Roscoe Village 3BR/2BR walk to shops,North Center,0,204,2,44,354
14,4BR/2BR Walk to North Ave Beach & Zoo~Close to El,Lincoln Park,0,249,2,75,320
15,Cozy Garden Studio,Lake View,0,125,3,88,365
16,1BR/1BA Suite in Chicago (3709-G1),Albany Park,0,79,28,35,197
17,"Best in Chicago, private, amazing garden space",Logan Square,0,240,3,566,245
18,Darling Damen Dwelling (with bike if you like),North Center,1,35,3,182,0
19,Historic Pullman Artist Flat - Artists & Explorers,Pullman,0,90,2,276,317
20,Pullman Art Studio - One Person - Monthly Rental,Pullman,0,45,32,42,143
21,Close to Michigan Ave and parks,Near South Side,0,170,180,39,358
22,Studio Apartment Unit 4,West Ridge,0,48,32,23,257
23,You'll love Chicago! Guaranteed!,Near North Side,0,119,32,65,364
24,Steps From the Best Chicago Offers,Near West Side,0,204,32,67,362
25,"30 Day+ Med student, interns & interim stays.",Edgewater,1,29,30,64,293
26,"Your Own Sunny, Quiet Home with Parking & Laundry",Logan Square,0,189,1,81,0
27,15 Minutes to Everything.  Skyline View. Quiet.,Bridgeport,0,130,3,50,0
28,Winter Specials. You'll love this apartment.,Bridgeport,0,146,4,39,0
29,"Spacious, Vintage Hyde Park Apt.",Kenwood,1,90,2,245,338
30,"Urban Chicago Loft, 1 blk to train w/ 2 pkg spots",Lake View,0,149,3,599,198
31,Lux Urban 3BR/3BA Duplex + Parking!,West Town,0,175,2,236,352
32,Eclectic West Town 2BR w/ Vintage Charm,West Town,0,126,5,196,41
33,Luxury Space - Come & Relax,Loop,1,119,3,38,0
34,"Large, Private Logan Square Studio",Logan Square,0,48,2,644,0
35,Charming 1906 cottage Northside,Uptown,0,232,7,14,354
36,Private Lincoln Square Garden Apt,Lincoln Square,0,98,2,329,157
37,Logan Square Modern Vintage Garden,Logan Square,0,174,3,269,350
38,"Spacious Bedroom, steps to El train",Lincoln Square,1,50,3,52,180
39,Great neighborhood! Price Drop *,West Town,1,76,2,134,362
40,"Price Drop! Great Deal, Great area!",West Town,1,87,1,143,348
41,Great for Students! Affordability+Location,West Town,1,59,1,99,363
42,The Stained Glass Apt. Edgewater #1,Edgewater,1,70,2,87,348
43,Designer Lakeview Haven. Private Rooftop Oasis!,Lake View,0,234,7,57,84
44,Edgebrook Lg bdr by golf course,Forest Glen,1,65,3,75,305
45,Edgebrook bdr by golf course,Forest Glen,1,60,3,73,290
46,Bedrm/Bath - Swanky Northside Condo.,West Ridge,1,50,3,28,348
47,"2 BD Condo by downtown,park,lake",Near North Side,0,85,30,154,363
48,Close to Chicago music Fest! (Students discount),West Town,1,62,2,135,348
49,"Spacious Studio, Amazing Location!",Lake View,0,86,2,668,51
50,Palmer Treehouse - Bedroom 2,Logan Square,1,70,2,74,363
51,Logan Square-Chicago Prime Location-Longer Stays,Logan Square,0,158,2,136,325
52,Lovely 2 bedroom in Lincoln Square,Lincoln Square,0,132,7,192,211
53,LUXURY LOOP w/Balcony GYM & SPA by Millennium Park,Loop,0,130,31,13,365
54,3 Bedroom Victorian Beauty at Logan Square,Logan Square,0,94,32,24,344
55,Comfy Room & Bike in Roscoe Village,North Center,1,78,2,128,0
56,04. Pullout sofa bed in common room,West Ridge,2,83,1,139,180
57,"Your Own Home, 2-Bath with Laundry and Parking!",Logan Square,0,204,1,58,352
58,Lux 2bd 2bt Lakeview-Wrigleyville,Lake View,0,239,32,15,354
59,Cozy Private Room in a unique Chicago Penthouse,Lincoln Park,1,85,2,103,257
60,MCM Prime LincolnPark 2 Bed 1 Block to Fullerton L,Lincoln Park,0,95,32,38,334
61,"Prime Lincoln Park 2/2 - 2 Decks, Garage, Dogs OK",Lincoln Park,0,184,32,0,43
62,Private Entrance/Steam Room Ensuite,Logan Square,1,110,2,145,136
63,Charming apartment in Old Town,Lincoln Park,0,125,3,364,183
64,Modern Guest Bedroom Room in Designers House,East Garfield Park,1,101,3,23,362
65,Modern Loft-Style Pad in Wicker!,West Town,1,50,3,133,0
66,Stay in a Designer Penthouse with Art Gallery,West Town,0,208,1,330,352
67,"!!BIG PRIVATE HOUSE!!close2bus,Great reviews!!",Near West Side,0,269,2,40,76
68,"Huge Victorian near Loyola, Lake #1",Rogers Park,1,79,2,232,354
69,"Huge Victorian near Loyola, Lake #2",Rogers Park,1,69,2,267,346
70,"Huge Victorian near Loyola, Lake #3",Rogers Park,1,69,2,255,354
71,Huge Victorian near Loyola 2bd Apt,Rogers Park,0,169,2,202,322
72,Beautiful Condo in Chicago,Near North Side,0,113,30,32,339
73,Chicago Women's Residence/ Paris Rm,North Lawndale,1,45,2,6,0
74,Chicago Women's Residence Florence Comfy Rm,North Lawndale,1,45,2,11,89
75,Chicago Women's Residence Midler Rm,North Lawndale,1,45,2,5,0
76,"4 rms/6 beds, 2.5 baths, Lake Michigan & McCormick",Oakland,0,257,2,199,361
77,MODERN LOFT Downtown by McCormick w/KING BED WiFi,Near South Side,0,140,28,23,365
78,Studio at the Lake,Uptown,0,55,5,49,14
79,"Lincoln Park Studio, Great Value!",Lincoln Park,0,90,2,577,57
80,"Boystown Studio, Outstanding Value!",Lake View,0,70,2,535,59
81,3 Bdrm Vintage Hideaway  Little Italy/ UIC,Near West Side,0,150,3,322,196
82,Wicker Park - Garden At The Heart of It All,West Town,0,138,5,194,354
83,Beautiful/Large SE Evanston Apt,Rogers Park,0,149,7,14,364
84,Spacious 3BD Home in Ravenswood,Uptown,0,130,1,11,243
85,Private Rm nr Lake & McCormick Ctr,Oakland,1,75,1,28,85
86,Private Rm2 nr Lake & McCormick Pl,Oakland,1,75,1,29,85
87,Private room near UIC Medical Dist.,Near West Side,1,103,1,110,365
88,Lincoln Park Single Family Home,Lincoln Park,0,455,2,94,323
89,2 BR suite w/ 3 beds near McCormick/Lake Michigan,Oakland,1,182,1,14,364
90,Logan Square Vintage Deluxe Private Suite & Bath,Logan Square,1,86,3,334,309
91,Wrigley Hostel - Queen Bed Room,Lake View,1,101,1,42,365
92,Private bed & bath w/garage parking,Irving Park,1,61,2,125,102
93,"Bright open house, garden & deck",Uptown,0,175,3,24,290
94,02b. Twin bed in Coed Space,West Ridge,2,16,1,167,176
95,Quaint Serenity in Bronzeville,Grand Boulevard,1,55,2,123,364
96,01b. Twin bed in Shared Foster Cat Room,West Ridge,2,16,1,99,151
97,Private Room & Bath | Beautiful Apt,Lake View,1,90,3,48,7
98,The Biddle House (#2),Lincoln Park,0,148,4,68,103
99,The Biddle House,Lincoln Park,0,279,30,16,72
100,Best Location Millennium Park Extended Stay POOL,Loop,0,165,31,18,365
101,Charming Home in Chicago,Beverly,1,65,2,177,359
102,Spacious & serene in hip spot. Sleeps 4.,Lower West Side,1,41,2,231,58
103,"Magic Factory, Chef kitchen, art, dine, relax 3bdr",Near North Side,0,208,3,30,63
104,Private Northside Chicago Apt Near Beach & Transit,Rogers Park,0,115,2,142,356
105,"Contemporary, private suite w fireplace",Lake View,1,64,4,290,283
106,Bedroom + apartment in Lincoln Park,Lincoln Park,1,92,1,35,89
107,East Pilsen,Lower West Side,0,103,2,50,60
108,Private Nook in Leafy Andersonville,Uptown,1,70,4,275,289
109,Quiet Rooms2 in Quiet Neighborhood,Chatham,1,45,2,100,364
110,Park Views-Walk to Orange Line(MDW),Mckinley Park,0,90,3,292,20
111,Luxurious & Cozy Urban Oasis,Uptown,0,245,5,24,46
112,iKlektik House // Cardinal,West Town,0,99,28,350,318
113,Cozy 2BR Apt - Humboldt Park,West Town,0,86,30,116,0
114,Victorian greystone near Loyola U!,Edgewater,0,95,3,248,194
115,Room in Penthouse in Lakeview,Lake View,1,65,2,28,86
116,*Recent Price Drop! Superb location!,West Town,1,71,1,95,348
117,LUX Condo Downtown BEST LOCATION ON MAG MILE AVE,Near North Side,0,153,60,7,365
118,Lakeview / Lincoln Park Vintage,Lake View,0,207,2,47,307
119,Casa Corazón (W) near Rush / UIC,Lower West Side,1,75,2,129,365
120,1 Bedroom Across from Wrigley Field MVP Suite,Lake View,0,279,1,6,132
121,3 Bedroom Across from Wrigley Field AllStar Suite,Lake View,0,379,1,9,136
122,4 Bedroom Across from Wrigley Field Stadium Suite,Lake View,0,479,1,15,130
123,4 Bedroom Across from Wrigley Field Legend Suite,Lake View,0,479,1,10,131
124,LARGE Private 1BR/Full Bath near U of Chicago,Woodlawn,1,69,4,342,153
125,Musician's Quarters,Hyde Park,0,115,3,56,355
126,BIG LOFT Location RIVER WEST Brick,Near West Side,0,140,60,0,365
127,Elegant Lakefront Near Wrigley Field Lake Michigan,Lincoln Park,0,239,1,154,365
128,The Avondale Garden Suite,Avondale,0,69,2,268,219
129,High Floor South Loop GYM POOL,Near South Side,0,200,60,14,365
130,Lincoln Park/DePaul  - Private room & bathroom,Lincoln Park,1,100,1,185,0
131,Admire Colorful Art at an Eclectic Wrigleyville Home,Lake View,0,311,3,18,38
132,Month to Month Your Home Away from Home,Lake View,0,209,3,45,38
133,Wrigleyville Gem-Eclectic Artsy Style You'll Love!,Lake View,0,311,3,46,38
134,Mansion in Bronzeville,Grand Boulevard,0,475,35,4,352
135,Bucktown - Great Northside Location,Logan Square,1,54,1,227,82
136,Great space in hip neighborhood!,West Town,1,36,3,188,121
137,Downtown Urban Oasis 3BR + Huge Deck & Parking!,West Town,0,182,2,162,352
138,Urban Farm Fun!  Walk to Metra/CTA,Humboldt Park,0,80,1,479,337
139,Casa Corazón (E) near Rush / UIC,Lower West Side,1,75,2,154,344
140,"Hyde Park / Kenwood, U of Chicago. Free bike.",Kenwood,1,38,2,31,267
141,Wrigley Hostel - 4 Bed Private Room,Lake View,1,128,1,57,365
142,Wrigley Hostel - 10 Bed Shared Room,Lake View,2,33,1,341,365
143,Carriage House in Wicker Park,West Town,0,128,21,163,48
144,"Unique, Handcrafted Art Gallery Condo in River West Chicago",West Town,0,210,1,416,343
145,City Hideaway,North Center,0,206,2,84,180
146,FULTON/RIVER NORTH MODERN LUXURY,Near West Side,0,150,60,7,365
147,2nd bedroom for rent,Lake View,1,113,1,18,305
148,Conveniently Located!,Portage Park,1,325,2,67,87
149,Bright&Modern Condo in the Heart of the Best Loop,Near West Side,0,131,5,46,58
150,Art studio + house in one,Lower West Side,1,65,31,128,163
151,Cozy Garden-Subterranean Apartment,Lincoln Square,0,81,2,206,121
152,U of C Hospital/Campus Rooms,Hyde Park,1,60,10,5,62
153,Chicago MostWanted LOCATION Mag Mil,Near North Side,0,140,31,4,365
154,Vintage Apartment in the Heart of the Ukrainian Village,West Town,0,153,10,160,163
155,2 bedroom MAG MIL Roof Top Hot Tub,Near North Side,0,225,90,4,365
156,The Green Room In Andersonville,Uptown,1,57,2,329,342
157,"Clean, Quiet, Private Room with private bathroom",East Garfield Park,1,29,4,138,226
158,"Warm Cozy Guest Suite, Private Bath",Washington Park,1,80,2,87,364
159,Private room near Downtown,Lower West Side,1,65,3,238,85
160,Even Cowgirls Get The Blues Rm.,South Lawndale,1,45,2,7,104
161,"Basement Studio w/Free St. Parking, Humboldt Park",Humboldt Park,0,58,1,654,45
162,Next to McCormick Desk WIFI w/ KING BED +Laundry,Near South Side,0,120,60,16,365
163,Cozy Single-Family Home near University of Chicago,Hyde Park,0,125,1,103,0
164,GREAT LOCATION SPECTACULAR VIEWS + BALCONY,Loop,0,160,31,25,346
165,Magnolia Airbnb,Edgewater,1,80,4,90,239
166,2BD Great Views Modern Luxury  w/POOL,Near South Side,0,200,90,6,365
167,"The Bucktown Penthouse Family, Business, Friends",West Town,0,117,1,124,199
168,Grand Vintage Lincoln Park Penthouse 3 Bedrooms,Lake View,0,108,1,146,101
169,GROCERY STORE DOWNSTAIRS | KING SIZE BED | BALCONY,Near South Side,0,120,31,15,365
170,Sweet Spacious Suite: Country in the City,Morgan Park,0,89,7,136,130
171,"Cozy ""Faux"" Cabin Suite /Fireplace",Morgan Park,0,89,30,142,141
172,"McCormick Modern New 2 beds Luxury , Pool, HotTub",Near South Side,0,200,60,8,364
173,#54-Home away from home- Safe place,Dunning,1,45,4,28,168
174,Modern 1 Bedroom w/POOL HOT TUB Luxury,Near South Side,0,135,31,7,365
175,Stay In the Center w/ Pool Gym Long Term Furnished,Near North Side,0,155,32,5,365
176,Urban Farm + Bikes in Roscoe Village,North Center,0,119,2,170,0
177,"Relax in a Custom, Creative, Artsy, Unique Apartment in West Town",West Town,0,84,28,154,177
178,Gorgeous Penthouse with Stunning Views from Private Rooftop,West Town,0,165,2,139,151
179,West Loop Modern Urban Retreat,Near West Side,1,136,4,62,364
180,The Red Room,West Lawn,1,35,1,329,317
181,"Cozy Wicker Park, Chicago Apartment",West Town,0,159,1,269,0
182,One Bedroom Suite in Lincoln Park,Lincoln Park,0,200,28,6,348
183,Art Collector's Pied-a'-terre,South Shore,0,70,32,245,317
184,Relaxed Bucktown/Wicker Park 1B Apt,Logan Square,0,61,2,365,113
185,Lincoln Square Modern 2 Bed 2 Bath,North Center,0,150,3,101,351
186,"Splendid Flat w/ Huge Porch, STEPS from 606 Trail",Logan Square,0,108,2,93,96
187,Logan Square Apartment,Logan Square,0,146,1,436,274
188,"Beautiful, large, light-filled 1Bd",Rogers Park,0,150,3,44,362
189,"South Loop Comfy 2BdRm,free parking&WiFi&Netflix",Lower West Side,0,58,32,495,321
190,LOFT606:  Gigantic Sunlit Former Factory Home,Logan Square,0,1157,1,60,350
191,Artist's Home Studio Next to Train,Albany Park,0,106,3,13,163
192,Ravenswood Guest House Annex,Edgewater,0,89,2,288,255
193,The Roscoe House near Wrigley Field,Lake View,0,386,3,172,341
194,The Roscoe House: Onyx Room,Lake View,1,89,2,60,344
195,The Roscoe House: Master Bedroom,Lake View,1,89,2,33,344
196,The Roscoe House: Green Room,Lake View,1,89,2,96,245
197,"""The Annex II"" Huge 1,600 Sq foot Apartment",Near West Side,0,299,2,68,351
198,East Garfield Park 2 Bedroom,East Garfield Park,0,99,4,92,358
199,Welcome to your 2BD Penthouse,Lake View,0,171,2,169,347
200,Park Side Apt. Walk to Orange Line!,Mckinley Park,0,90,2,110,257
201,Beautiful West Lakeview location,Lake View,1,75,2,154,349
202,"#55-Clean,Great area. free parking, 24h check in.",Dunning,1,35,4,5,47
203,Private large room with your own bathroom,Rogers Park,1,60,7,34,155
204,Cozy coach house garden unit in wicker park.,West Town,1,112,3,180,0
205,Brewers & Reds  vs Cubs Wrigleyville - 3 bdrms,Lake View,0,375,1,6,0
206,Private room w/bath in urban canopy,Hyde Park,1,71,1,333,297
207,1 Bedroom Victorian Beauty at Logan Square!,Logan Square,0,68,32,146,218
208,DOWNTOWN 1 BED MILLENNIUM PARK LOCATION +SPA,Loop,0,150,31,12,365
209,"Modern, Super-CLEAN, Garden Level  Bedroom 3",Edgewater,1,39,20,38,203
210,Chicago Suite 1BR/1BA (3709-G2),Irving Park,0,83,7,39,351
211,Modern suite in Victorian Garden setting.,West Ridge,0,65,60,5,362
212,NEW ULTRA LUXURY CONDO RIVER-NORTH Roof-Top Pool,Near North Side,0,170,90,14,365
213,Beautiful condo close to the beach,Rogers Park,1,55,3,59,257
214,"20 Mins to Downtown Chgo, 8 Mins to McCormick",Grand Boulevard,1,85,2,12,339
215,Studio Apartment in Gold Coast,Near North Side,0,100,2,141,0
216,03a. Queen sized in coed room,West Ridge,2,16,1,132,153
217,"Free parking, close to public transit, dining",Bridgeport,0,65,4,58,0
218,Lakefront nature lovers abode,Uptown,1,50,30,18,270
219,"""Home Away from Home"" - Free Street Parking!",Humboldt Park,0,105,2,314,147
220,Luxury high-rise One Bedroom One-Private bathroom,Loop,1,56,30,3,260
221,DrM Spacious Clean Convenient,South Shore,1,100,3,2,365
222,The Blue Room,West Lawn,1,35,1,424,355
223,Whit's Place in Bucktown,West Town,0,132,3,271,0
224,"Lakefront, Downtown, World Champion Cubs Baseball",Lake View,1,66,1,37,167
225,"Sunny, Classy Condo in Chicago",West Ridge,1,55,3,2,0
226,Cozy Big Private Condo in Historic Andersonville,Uptown,0,133,5,41,4
227,Chic and modern - Best location in Chicago,Near North Side,0,70,32,32,208
228,Unique and Chic 1,Grand Boulevard,0,131,32,7,354
229,Welcoming All to Our Covid-Vaccinated Community 1E,Dunning,1,95,3,23,270
230,Gold Coast cozy condo just like your home,Near North Side,0,110,5,1,0
231,SPACIOUS and VERY BRIGHT 2BDR LOFT near DOWNTOWN,Near West Side,0,117,3,86,357
232,Private 3rd Floor Apartment,Uptown,0,125,2,265,213
233,Brand New Duplex Humboldt / Ukrainian border,West Town,0,135,3,3,0
234,Private room in house on Professor's Row at U of C,Hyde Park,1,59,1,47,0
235,Private Queen bed in Old Town House,Near North Side,1,101,2,19,0
236,Private 1br 1ba - Boystown/Wrigleyville,Lake View,1,79,1,21,0
237,Private Space in Center of Boystown,Lake View,0,132,3,32,0
238,Casa Corazón (N) near Rush / UIC,Lower West Side,1,86,2,99,365
239,Cute & Cozy Wicker Park Coach House apartment!!☕,West Town,0,115,3,314,28
240,"Beautiful, Spacious Historic Greystone Unit.",Grand Boulevard,0,150,1,3,73
241,Private Living Room w/ King Bed & AC!,Uptown,1,54,4,19,365
242,Short-Term Sublet Near Lake Michigan,Edgewater,0,42,20,202,60
243,Hip Wicker Park Apartment for Long Term Stays!,West Town,0,102,3,266,0
244,Stunning Chicago Loft Near Wrigley Field,Lake View,0,106,1,383,292
245,2 bdrm apt ideally located in Lakeview area,Lake View,0,182,3,56,77
246,"Incredible Lake Views!
Steps from Navy Pier & MP",Near North Side,0,403,3,142,80
247,"Mid City, Vintage, Comfortable Private Room",Irving Park,1,69,2,87,148
248,Lovely First Floor Flat with Piano,West Town,0,399,5,34,177
249,Chicago Loop one bedroom/one bathroom Apartment,Loop,0,139,3,16,101
250,Sleek Wrigleyville/Boystown Condo with Rooftop Skyline Views,Lake View,1,84,1,343,322
251,Historic house in hip Logan Square,Logan Square,0,250,7,41,356
252,The Stained Glass Apt. Edgewater #2,Edgewater,1,65,2,61,348
253,Art Deco loft minutes from the Lake and DT,Near North Side,0,138,3,182,121
254,2BD in Lincoln Square Neighborhood,Lincoln Square,0,150,3,78,136
255,Unique and Chic 2,Grand Boulevard,0,100,32,11,355
256,Sunny Logan Square Nook,Logan Square,0,61,1,18,0
257,Charming Coach House in UK Village,West Town,0,114,2,100,87
258,Garden Apartment Bronzeville,Grand Boulevard,1,100,35,11,365
259,Spacious Retro Basement,Forest Glen,0,36,1,40,76
260,01a. Full bed in Coed Space - 3 mi from NWU,West Ridge,2,16,1,98,164
261,Sun-drenched Gold Coast Flat,Near North Side,0,263,10,95,168
262,Private bed/bath in beautiful home,Lake View,1,75,3,32,254
263,Upstairs Sunny Room in Historic Pilsen Home,Lower West Side,1,50,7,15,59
264,"Cozy, Bright Basement Guest Suite",Irving Park,1,36,30,17,176
265,"Comfy 3BD/1BA, garage spot included",North Center,0,199,2,67,165
266,Furnished Gold Coast One Bedroom #407,Near North Side,0,95,30,7,0
267,Private bedroom near the loop and McCormick Place,Armour Square,1,35,3,11,296
268,2 Bedrooms are perfect for groups up to 3 guests,Irving Park,1,79,1,122,365
269,UPTOWN ROW HOUSE-SPACIOUS PRIVATE SHARED ROOM(S),Uptown,1,80,1,96,163
270,7 Beds 2 floor Apt : NO Parties,West Town,0,167,2,298,353
271,"#42- loyola U, Northwest U. Beach",Rogers Park,0,80,3,80,162
272,Spacious two bedroom with patio!,West Town,0,91,7,158,213
273,Gorgeous 2 Bedroom Condo Near Lake,Uptown,0,175,2,48,337
274,Bucktown - Private Room,Logan Square,1,58,1,200,59
275,Entire place Very Nice,Albany Park,0,108,2,11,65
276,"Modern, Spacious Lakeview Loft",Lake View,0,200,2,19,0
277,Charming Lakeview Studio,Lake View,0,162,5,44,152
278,Home in Vibrant Logan Square,Logan Square,1,53,3,82,326
279,A Cozy Room for Two in Vibrant Logan Square,Logan Square,1,51,3,57,274
